Index,Token,Location,Speaker,Listened Language,Token,Tag1,Tag2,Tag
380,0,"Montréal, Québec",Benoit Brisset,French,0,Punct,,Punct
381,Moi,"Montréal, Québec",Benoit Brisset,French,Moi,Fr,,Fr
382,",","Montréal, Québec",Benoit Brisset,French,,,Punct,Punct
383,je,"Montréal, Québec",Benoit Brisset,French,je,Fr,,Fr
384,voulais,"Montréal, Québec",Benoit Brisset,French,voulais,Fr,,Fr
385,pas,"Montréal, Québec",Benoit Brisset,French,pas,Fr,,Fr
386,te,"Montréal, Québec",Benoit Brisset,French,te,Fr,,Fr
387,laisser,"Montréal, Québec",Benoit Brisset,French,laisser,Fr,,Fr
388,tomber,"Montréal, Québec",Benoit Brisset,French,tomber,Fr,,Fr
389,0,"Montréal, Québec",Benoit Brisset,French,0,Punct,,Punct
390,Regarde,"Montréal, Québec",Benoit Brisset,French,Regarde,Fr,,Fr
391,",","Montréal, Québec",Benoit Brisset,French,,,Punct,Punct
392,détache,"Montréal, Québec",Benoit Brisset,French,détache,Fr,,Fr
393,-moi,"Montréal, Québec",Benoit Brisset,French,-moi,Fr,,Fr
394,",","Montréal, Québec",Benoit Brisset,French,,,Punct,Punct
395,on,"Montréal, Québec",Benoit Brisset,French,on,Fr,,Fr
396,va,"Montréal, Québec",Benoit Brisset,French,va,Fr,,Fr
397,s',"Montréal, Québec",Benoit Brisset,French,s',Fr,,Fr
398,arranger,"Montréal, Québec",Benoit Brisset,French,arranger,Fr,,Fr
399,0,"Montréal, Québec",Benoit Brisset,French,0,Punct,,Punct
400,Hein,"Montréal, Québec",Benoit Brisset,French,Hein,NamedEnt,,NamedEnt
401,?,"Montréal, Québec",Benoit Brisset,French,?,Punct,,Punct
402,Détache,"Montréal, Québec",Benoit Brisset,French,Détache,Fr,,Fr
403,-moi,"Montréal, Québec",Benoit Brisset,French,-moi,Fr,,Fr
404,!,"Montréal, Québec",Benoit Brisset,French,!,Punct,,Punct
405,Ah,"Montréal, Québec",Benoit Brisset,French,Ah,Fr,,Fr
406,!,"Montréal, Québec",Benoit Brisset,French,!,Punct,,Punct
407,Hostie..,"Montréal, Québec",Benoit Brisset,French,Hostie..,Fr,,Fr
408,0,"Montréal, Québec",Benoit Brisset,French,0,Punct,,Punct
409,Regarde..,"Montréal, Québec",Benoit Brisset,French,Regarde..,Fr,,Fr
410,0,"Montréal, Québec",Benoit Brisset,French,0,Punct,,Punct
411,On,"Montréal, Québec",Benoit Brisset,French,On,Fr,,Fr
412,va,"Montréal, Québec",Benoit Brisset,French,va,Fr,,Fr
413,s',"Montréal, Québec",Benoit Brisset,French,s',Fr,,Fr
414,aider,"Montréal, Québec",Benoit Brisset,French,aider,Fr,,Fr
415,",","Montréal, Québec",Benoit Brisset,French,,,Punct,Punct
416,hein,"Montréal, Québec",Benoit Brisset,French,hein,Fr,,Fr
417,?,"Montréal, Québec",Benoit Brisset,French,?,Punct,,Punct
418,Tu,"Montréal, Québec",Benoit Brisset,French,Tu,Fr,,Fr
419,le,"Montréal, Québec",Benoit Brisset,French,le,Fr,,Fr
420,sais,"Montréal, Québec",Benoit Brisset,French,sais,Fr,,Fr
421,",","Montréal, Québec",Benoit Brisset,French,,,Punct,Punct
422,t',"Montréal, Québec",Benoit Brisset,French,t',Fr,,Fr
423,as,"Montréal, Québec",Benoit Brisset,French,as,Eng,,Eng
424,toujours,"Montréal, Québec",Benoit Brisset,French,toujours,Fr,,Fr
425,été,"Montréal, Québec",Benoit Brisset,French,été,Fr,,Fr
426,un,"Montréal, Québec",Benoit Brisset,French,un,Fr,,Fr
427,petit,"Montréal, Québec",Benoit Brisset,French,petit,Fr,,Fr
428,frère,"Montréal, Québec",Benoit Brisset,French,frère,Fr,,Fr
429,pour,"Montréal, Québec",Benoit Brisset,French,pour,Fr,,Fr
430,moi,"Montréal, Québec",Benoit Brisset,French,moi,Fr,,Fr
431,",","Montréal, Québec",Benoit Brisset,French,,,Punct,Punct
432,hein,"Montréal, Québec",Benoit Brisset,French,hein,Fr,,Fr
433,?,"Montréal, Québec",Benoit Brisset,French,?,Punct,,Punct
434,HEIN,"Montréal, Québec",Benoit Brisset,French,HEIN,NamedEnt,,NamedEnt
435,?,"Montréal, Québec",Benoit Brisset,French,?,Punct,,Punct
436,Qu',"Montréal, Québec",Benoit Brisset,French,Qu',Fr,,Fr
437,est,"Montréal, Québec",Benoit Brisset,French,est,Fr,,Fr
438,-ce,"Montréal, Québec",Benoit Brisset,French,-ce,Fr,,Fr
439,qu',"Montréal, Québec",Benoit Brisset,French,qu',Fr,,Fr
440,il,"Montréal, Québec",Benoit Brisset,French,il,Fr,,Fr
441,y,"Montréal, Québec",Benoit Brisset,French,y,Fr,,Fr
442,a,"Montréal, Québec",Benoit Brisset,French,a,Fr,,Fr
443,",","Montréal, Québec",Benoit Brisset,French,,,Punct,Punct
444,là,"Montréal, Québec",Benoit Brisset,French,là,Fr,,Fr
445,?,"Montréal, Québec",Benoit Brisset,French,?,Punct,,Punct
446,T',"Montréal, Québec",Benoit Brisset,French,T',Fr,,Fr
447,es,"Montréal, Québec",Benoit Brisset,French,es,Fr,,Fr
448,où,"Montréal, Québec",Benoit Brisset,French,où,Fr,,Fr
449,",","Montréal, Québec",Benoit Brisset,French,,,Punct,Punct
450,là,"Montréal, Québec",Benoit Brisset,French,là,Fr,,Fr
451,?,"Montréal, Québec",Benoit Brisset,French,?,Punct,,Punct
452,La,"Montréal, Québec",Tattoo Killer,French,La,Fr,,Fr
453,game,"Montréal, Québec",Tattoo Killer,English,game,Eng,,Eng
454,commence,"Montréal, Québec",Tattoo Killer,French,commence,Fr,,Fr
455,0,"Montréal, Québec",Tattoo Killer,French,0,Punct,,Punct
456,...,"Montréal, Québec",Commentateur hockey,French,...,Fr,,Fr
457,à,"Montréal, Québec",Commentateur hockey,French,à,Punct,,Punct
458,ce,"Montréal, Québec",Commentateur hockey,French,ce,Fr,,Fr
459,match,"Montréal, Québec",Commentateur hockey,French,match,Fr,,Fr
460,de,"Montréal, Québec",Commentateur hockey,French,de,Fr,,Fr
461,grande,"Montréal, Québec",Commentateur hockey,French,grande,Fr,,Fr
462,finale,"Montréal, Québec",Commentateur hockey,French,finale,Fr,,Fr
463,entre,"Montréal, Québec",Commentateur hockey,French,entre,Fr,,Fr
464,les,"Montréal, Québec",Commentateur hockey,French,les,Fr,,Fr
465,Loyalists,"Montréal, Québec",Commentateur hockey,French,Loyalists,Eng,,Eng
466,de,"Montréal, Québec",Commentateur hockey,French,de,Fr,,Fr
467,Toronto,"Montréal, Québec",Commentateur hockey,French,Toronto,NamedEnt,,NamedEnt
468,et,"Montréal, Québec",Commentateur hockey,French,et,Fr,,Fr
469,les,"Montréal, Québec",Commentateur hockey,French,les,Fr,,Fr
470,Patriotes,"Montréal, Québec",Commentateur hockey,French,Patriotes,Fr,,Fr
471,de,"Montréal, Québec",Commentateur hockey,French,de,Fr,,Fr
472,Montréal,"Montréal, Québec",Commentateur hockey,French,Montréal,NamedEnt,,NamedEnt
473,0,"Montréal, Québec",Commentateur hockey,French,0,Punct,,Punct
474,L',"Montréal, Québec",Commentateur hockey,French,L',Fr,,Fr
475,arbitre,"Montréal, Québec",Commentateur hockey,French,arbitre,Fr,,Fr
476,est,"Montréal, Québec",Commentateur hockey,French,est,Fr,,Fr
477,prêt,"Montréal, Québec",Commentateur hockey,French,prêt,Fr,,Fr
478,pour,"Montréal, Québec",Commentateur hockey,French,pour,Fr,,Fr
479,la,"Montréal, Québec",Commentateur hockey,French,la,Fr,,Fr
480,mise,"Montréal, Québec",Commentateur hockey,French,mise,Fr,,Fr
481,en,"Montréal, Québec",Commentateur hockey,French,en,Fr,,Fr
482,jeu,"Montréal, Québec",Commentateur hockey,French,jeu,Fr,,Fr
483,",","Montréal, Québec",Commentateur hockey,French,,,Punct,Punct
484,voilà,"Montréal, Québec",Commentateur hockey,French,voilà,Fr,,Fr
485,",","Montréal, Québec",Commentateur hockey,French,,,Punct,Punct
486,ça,"Montréal, Québec",Commentateur hockey,French,ça,Fr,,Fr
487,y,"Montréal, Québec",Commentateur hockey,French,y,Fr,,Fr
488,est..,"Montréal, Québec",Commentateur hockey,French,est..,Fr,,Fr
489,0,"Montréal, Québec",Commentateur hockey,French,0,Punct,,Punct
490,(,None,None,None,(,Punct,,Punct
491,radio,None,None,None,radio,Fr,,Fr
492,),None,None,None,),Punct,,Punct
493,:,None,None,None,:,Punct,,Punct
494,Toronto's,"Toronto, Ontario",Tom Berry,English,Toronto's,NamedEnt,,NamedEnt
495,never,"Toronto, Ontario",Tom Berry,English,never,Eng,,Eng
496,looked,"Toronto, Ontario",Tom Berry,English,looked,Eng,,Eng
497,sharper,"Toronto, Ontario",Tom Berry,English,sharper,Eng,,Eng
498,",","Toronto, Ontario",Tom Berry,English,,,Punct,Punct
499,the,"Toronto, Ontario",Tom Berry,English,the,Eng,,Eng
500,European,"Toronto, Ontario",Tom Berry,English,European,Eng,,Eng
501,refs,"Toronto, Ontario",Tom Berry,English,refs,Eng,,Eng
502,have,"Toronto, Ontario",Tom Berry,English,have,Eng,,Eng
503,never,"Toronto, Ontario",Tom Berry,English,never,Eng,,Eng
504,looked,"Toronto, Ontario",Tom Berry,English,looked,Eng,,Eng
505,duller,"Toronto, Ontario",Tom Berry,English,duller,Eng,,Eng
506,!,"Toronto, Ontario",Tom Berry,English,!,Punct,,Punct
507,Which,"Toronto, Ontario",Tom Berry,English,Which,Eng,,Eng
508,leaves,"Toronto, Ontario",Tom Berry,English,leaves,Eng,,Eng
509,Montreal,"Toronto, Ontario",Tom Berry,English,Montreal,NamedEnt,,NamedEnt
510,0,"Toronto, Ontario",Tom Berry,English,0,Punct,,Punct
511,Remember,"Toronto, Ontario",Tom Berry,English,Remember,Eng,,Eng
512,when,"Toronto, Ontario",Tom Berry,English,when,Eng,,Eng
513,Montreal,"Toronto, Ontario",Tom Berry,English,Montreal,NamedEnt,,NamedEnt
514,had,"Toronto, Ontario",Tom Berry,English,had,Eng,,Eng
515,Frenchies,"Toronto, Ontario",Tom Berry,English,Frenchies,Eng,,Eng
516,that,"Toronto, Ontario",Tom Berry,English,that,Eng,,Eng
517,could,"Toronto, Ontario",Tom Berry,English,could,Eng,,Eng
518,score,"Toronto, Ontario",Tom Berry,English,score,Eng,,Eng
519,?,"Toronto, Ontario",Tom Berry,English,?,Punct,,Punct
520,Well,"Toronto, Ontario",Tom Berry,English,Well,Eng,,Eng
521,",","Toronto, Ontario",Tom Berry,English,,,Punct,Punct
522,those,"Toronto, Ontario",Tom Berry,English,those,Eng,,Eng
523,days,"Toronto, Ontario",Tom Berry,English,days,Eng,,Eng
524,are,"Toronto, Ontario",Tom Berry,English,are,Eng,,Eng
525,long,"Toronto, Ontario",Tom Berry,English,long,Eng,,Eng
526,gone,"Toronto, Ontario",Tom Berry,English,gone,Eng,,Eng
527,0,"Toronto, Ontario",Tom Berry,English,0,Punct,,Punct
528,-0,"Toronto, Ontario",Animateur de radio Toronto,English,-0,Punct,,Punct
529,Well,"Toronto, Ontario",Animateur de radio Toronto,English,Well,Eng,,Eng
530,",","Toronto, Ontario",Animateur de radio Toronto,English,,,Punct,Punct
531,thanks,"Toronto, Ontario",Animateur de radio Toronto,English,thanks,Eng,,Eng
532,",","Toronto, Ontario",Animateur de radio Toronto,English,,,Punct,Punct
533,Tom,"Toronto, Ontario",Animateur de radio Toronto,English,Tom,Eng,,Eng
534,",","Toronto, Ontario",Animateur de radio Toronto,English,,,Punct,Punct
535,for,"Toronto, Ontario",Animateur de radio Toronto,English,for,Eng,,Eng
536,your,"Toronto, Ontario",Animateur de radio Toronto,English,your,Eng,,Eng
537,usual,"Toronto, Ontario",Animateur de radio Toronto,English,usual,Eng,,Eng
538,amazing,"Toronto, Ontario",Animateur de radio Toronto,English,amazing,Eng,,Eng
539,insights,"Toronto, Ontario",Animateur de radio Toronto,English,insights,Eng,,Eng
540,into,"Toronto, Ontario",Animateur de radio Toronto,English,into,Eng,,Eng
541,our,"Toronto, Ontario",Animateur de radio Toronto,English,our,Eng,,Eng
542,national,"Toronto, Ontario",Animateur de radio Toronto,English,national,Eng,,Eng
543,psyche,"Toronto, Ontario",Animateur de radio Toronto,English,psyche,Eng,,Eng
544,0,"Toronto, Ontario",Animateur de radio Toronto,English,0,Punct,,Punct
545,Frenchies,"Toronto, Ontario",Animateur de radio Toronto,English,Frenchies,Eng,,Eng
546,that,"Toronto, Ontario",Animateur de radio Toronto,English,that,Eng,,Eng
547,can,"Toronto, Ontario",Animateur de radio Toronto,English,can,Eng,,Eng
548,score,"Toronto, Ontario",Animateur de radio Toronto,English,score,Fr,,Fr
549,",","Toronto, Ontario",Animateur de radio Toronto,English,,,Punct,Punct
550,eh,"Toronto, Ontario",Animateur de radio Toronto,English,eh,Fr,,Fr
551,?,"Toronto, Ontario",Animateur de radio Toronto,English,?,Punct,,Punct
552,Europeans,"Toronto, Ontario",Animateur de radio Toronto,English,Europeans,Eng,,Eng
553,?,"Toronto, Ontario",Animateur de radio Toronto,English,?,Punct,,Punct
554,What,"Toronto, Ontario",Animateur de radio Toronto,English,What,Eng,,Eng
555,a,"Toronto, Ontario",Animateur de radio Toronto,English,a,Eng,,Eng
556,country,"Toronto, Ontario",Animateur de radio Toronto,English,country,Eng,,Eng
557,this,"Toronto, Ontario",Animateur de radio Toronto,English,this,Eng,,Eng
558,is,"Toronto, Ontario",Animateur de radio Toronto,English,is,Eng,,Eng
559,on,"Toronto, Ontario",Animateur de radio Toronto,English,on,Eng,,Eng
560,a,"Toronto, Ontario",Animateur de radio Toronto,English,a,Eng,,Eng
561,fine,"Toronto, Ontario",Animateur de radio Toronto,English,fine,Eng,,Eng
562,day,"Toronto, Ontario",Animateur de radio Toronto,English,day,Eng,,Eng
563,in,"Toronto, Ontario",Animateur de radio Toronto,English,in,Eng,,Eng
564,May,"Toronto, Ontario",Animateur de radio Toronto,English,May,Eng,,Eng
565,!,"Toronto, Ontario",Animateur de radio Toronto,English,!,Punct,,Punct
566,-0,"Toronto, Ontario",Martin Ward,English,-0,Punct,,Punct
567,Hey,"Toronto, Ontario",Martin Ward,English,Hey,Eng,,Eng
568,",","Toronto, Ontario",Martin Ward,English,,,Punct,Punct
569,bud,"Toronto, Ontario",Martin Ward,English,bud,Eng,,Eng
570,!,"Toronto, Ontario",Martin Ward,English,!,Punct,,Punct
571,Morning,"Toronto, Ontario",Martin Ward,English,Morning,Eng,,Eng
572,!,"Toronto, Ontario",Martin Ward,English,!,Punct,,Punct
573,-0,"Toronto, Ontario",Jonathan Ward,English,-0,Punct,,Punct
574,Ahem,"Toronto, Ontario",Jonathan Ward,English,Ahem,NamedEnt,,NamedEnt
575,0,"Toronto, Ontario",Jonathan Ward,English,0,Punct,,Punct
576,No,"Toronto, Ontario",Jonathan Ward,English,No,Eng,,Eng
577,food,"Toronto, Ontario",Jonathan Ward,English,food,Eng,,Eng
578,0,"Toronto, Ontario",Jonathan Ward,English,0,Punct,,Punct
579,-0,"Toronto, Ontario",Martin Ward,English,-0,Punct,,Punct
580,Where,"Toronto, Ontario",Martin Ward,English,Where,Eng,,Eng
581,you,"Toronto, Ontario",Martin Ward,English,you,Eng,,Eng
582,going,"Toronto, Ontario",Martin Ward,English,going,Eng,,Eng
583,?,"Toronto, Ontario",Martin Ward,English,?,Punct,,Punct
584,-0,"Toronto, Ontario",Jonathan Ward,English,-0,Punct,,Punct
585,Back,"Toronto, Ontario",Jonathan Ward,English,Back,Eng,,Eng
586,to,"Toronto, Ontario",Jonathan Ward,English,to,Eng,,Eng
587,my,"Toronto, Ontario",Jonathan Ward,English,my,Eng,,Eng
588,room,"Toronto, Ontario",Jonathan Ward,English,room,Eng,,Eng
589,0,"Toronto, Ontario",Jonathan Ward,English,0,Punct,,Punct
590,-0,"Toronto, Ontario",Martin Ward,English,-0,Punct,,Punct
591,You're,"Toronto, Ontario",Martin Ward,English,You're,Eng,,Eng
592,not,"Toronto, Ontario",Martin Ward,English,not,Eng,,Eng
593,hungry,"Toronto, Ontario",Martin Ward,English,hungry,Eng,,Eng
594,?,"Toronto, Ontario",Martin Ward,English,?,Punct,,Punct
595,I,"Toronto, Ontario",Martin Ward,English,I,Eng,,Eng
596,got,"Toronto, Ontario",Martin Ward,English,got,Eng,,Eng
597,some,"Toronto, Ontario",Martin Ward,English,some,Eng,,Eng
598,great,"Toronto, Ontario",Martin Ward,English,great,Eng,,Eng
599,new,"Toronto, Ontario",Martin Ward,English,new,Eng,,Eng
600,cereal,"Toronto, Ontario",Martin Ward,English,cereal,Eng,,Eng
601,0,"Toronto, Ontario",Martin Ward,English,0,Punct,,Punct
602,-0,"Toronto, Ontario",Jonathan Ward,English,-0,Punct,,Punct
603,I'm,"Toronto, Ontario",Jonathan Ward,English,I'm,Eng,,Eng
604,not,"Toronto, Ontario",Jonathan Ward,English,not,Eng,,Eng
605,in,"Toronto, Ontario",Jonathan Ward,English,in,Eng,,Eng
606,the,"Toronto, Ontario",Jonathan Ward,English,the,Eng,,Eng
607,mood,"Toronto, Ontario",Jonathan Ward,English,mood,Eng,,Eng
608,for,"Toronto, Ontario",Jonathan Ward,English,for,Eng,,Eng
609,shredded,"Toronto, Ontario",Jonathan Ward,English,shredded,Eng,,Eng
610,cardboard,"Toronto, Ontario",Jonathan Ward,English,cardboard,Eng,,Eng
611,right,"Toronto, Ontario",Jonathan Ward,English,right,Eng,,Eng
612,now,"Toronto, Ontario",Jonathan Ward,English,now,Eng,,Eng
613,",","Toronto, Ontario",Jonathan Ward,English,,,Punct,Punct
614,thanks,"Toronto, Ontario",Jonathan Ward,English,thanks,Eng,,Eng
615,0,"Toronto, Ontario",Jonathan Ward,English,0,Punct,,Punct
616,-0,"Toronto, Ontario",Martin Ward,English,-0,Punct,,Punct
617,So,"Toronto, Ontario",Martin Ward,English,So,Eng,,Eng
618,",","Toronto, Ontario",Martin Ward,English,,,Punct,Punct
619,Jonathan,"Toronto, Ontario",Martin Ward,English,Jonathan,NamedEnt,,NamedEnt
620,",","Toronto, Ontario",Martin Ward,English,,,Punct,Punct
621,how,"Toronto, Ontario",Martin Ward,English,how,Eng,,Eng
622,was,"Toronto, Ontario",Martin Ward,English,was,Eng,,Eng
623,last,"Toronto, Ontario",Martin Ward,English,last,Eng,,Eng
624,night,"Toronto, Ontario",Martin Ward,English,night,Eng,,Eng
625,?,"Toronto, Ontario",Martin Ward,English,?,Punct,,Punct
626,The,"Toronto, Ontario",Martin Ward,English,The,Eng,,Eng
627,DJ,"Toronto, Ontario",Martin Ward,English,DJ,Eng,,Eng
628,thing,"Toronto, Ontario",Martin Ward,English,thing,Eng,,Eng
629,0,"Toronto, Ontario",Martin Ward,English,0,Punct,,Punct
630,-0,"Toronto, Ontario",Jonathan Ward,English,-0,Punct,,Punct
631,It,"Toronto, Ontario",Jonathan Ward,English,It,Eng,,Eng
632,was,"Toronto, Ontario",Jonathan Ward,English,was,Eng,,Eng
633,good,"Toronto, Ontario",Jonathan Ward,English,good,Eng,,Eng
634,0,"Toronto, Ontario",Jonathan Ward,English,0,Punct,,Punct
635,-0,"Toronto, Ontario",Martin Ward,English,-0,Punct,,Punct
636,Yeah,"Toronto, Ontario",Martin Ward,English,Yeah,Eng,,Eng
637,?,"Toronto, Ontario",Martin Ward,English,?,Punct,,Punct
638,You,"Toronto, Ontario",Martin Ward,English,You,Eng,,Eng
639,had,"Toronto, Ontario",Martin Ward,English,had,Eng,,Eng
640,fun,"Toronto, Ontario",Martin Ward,English,fun,Eng,,Eng
641,?,"Toronto, Ontario",Martin Ward,English,?,Punct,,Punct
642,-0,"Toronto, Ontario",Jonathan Ward,English,-0,Punct,,Punct
643,Uh-huh,"Toronto, Ontario",Jonathan Ward,English,Uh-huh,Eng,,Eng
644,0,"Toronto, Ontario",Jonathan Ward,English,0,Punct,,Punct
645,-0,"Toronto, Ontario",Iris Ward,English,-0,Punct,,Punct
646,Morning,"Toronto, Ontario",Iris Ward,English,Morning,Eng,,Eng
647,",","Toronto, Ontario",Iris Ward,English,,,Punct,Punct
648,boys,"Toronto, Ontario",Iris Ward,English,boys,Eng,,Eng
649,!,"Toronto, Ontario",Iris Ward,English,!,Punct,,Punct
650,-0,"Toronto, Ontario",Martin Ward,English,-0,Punct,,Punct
651,I've,"Toronto, Ontario",Martin Ward,English,I've,Eng,,Eng
652,got,"Toronto, Ontario",Martin Ward,English,got,Eng,,Eng
653,this,"Toronto, Ontario",Martin Ward,English,this,Eng,,Eng
654,thing,"Toronto, Ontario",Martin Ward,English,thing,Eng,,Eng
655,at,"Toronto, Ontario",Martin Ward,English,at,Eng,,Eng
656,work,"Toronto, Ontario",Martin Ward,English,work,Eng,,Eng
657,0,"Toronto, Ontario",Martin Ward,English,0,Punct,,Punct
658,It,"Toronto, Ontario",Martin Ward,English,It,Eng,,Eng
659,may,"Toronto, Ontario",Martin Ward,English,may,Eng,,Eng
660,be,"Toronto, Ontario",Martin Ward,English,be,Eng,,Eng
661,overnight,"Toronto, Ontario",Martin Ward,English,overnight,Eng,,Eng
662,",","Toronto, Ontario",Martin Ward,English,,,Punct,Punct
663,so,"Toronto, Ontario",Martin Ward,English,so,Eng,,Eng
664,Auntie,"Toronto, Ontario",Martin Ward,English,Auntie,Eng,,Eng
665,Iris,"Toronto, Ontario",Martin Ward,English,Iris,NamedEnt,,NamedEnt
666,is,"Toronto, Ontario",Martin Ward,English,is,Eng,,Eng
667,here,"Toronto, Ontario",Martin Ward,English,here,Eng,,Eng
668,",","Toronto, Ontario",Martin Ward,English,,,Punct,Punct
669,okay,"Toronto, Ontario",Martin Ward,English,okay,Eng,,Eng
670,?,"Toronto, Ontario",Martin Ward,English,?,Punct,,Punct
671,-0,"Toronto, Ontario",Iris Ward,English,-0,Punct,,Punct
672,Hey,"Toronto, Ontario",Iris Ward,English,Hey,Eng,,Eng
673,",","Toronto, Ontario",Iris Ward,English,,,Punct,Punct
674,hey,"Toronto, Ontario",Iris Ward,English,hey,Eng,,Eng
675,!,"Toronto, Ontario",Iris Ward,English,!,Punct,,Punct
676,-0,"Toronto, Ontario",Jonathan Ward,English,-0,Punct,,Punct
677,Hey,"Toronto, Ontario",Jonathan Ward,English,Hey,Eng,,Eng
678,!,"Toronto, Ontario",Jonathan Ward,English,!,Punct,,Punct
679,-0,"Toronto, Ontario",Martin Ward,English,-0,Punct,,Punct
680,But,"Toronto, Ontario",Martin Ward,English,But,Eng,,Eng
681,I'm,"Toronto, Ontario",Martin Ward,English,I'm,Eng,,Eng
682,hoping,"Toronto, Ontario",Martin Ward,English,hoping,Eng,,Eng
683,that,"Toronto, Ontario",Martin Ward,English,that,Eng,,Eng
684,won't,"Toronto, Ontario",Martin Ward,English,won't,Eng,,Eng
685,last,"Toronto, Ontario",Martin Ward,English,last,Eng,,Eng
686,too,"Toronto, Ontario",Martin Ward,English,too,Eng,,Eng
687,much,"Toronto, Ontario",Martin Ward,English,much,Eng,,Eng
688,longer,"Toronto, Ontario",Martin Ward,English,longer,Eng,,Eng
689,0,"Toronto, Ontario",Martin Ward,English,0,Punct,,Punct
690,I'm,"Toronto, Ontario",Martin Ward,English,I'm,Eng,,Eng
691,hoping,"Toronto, Ontario",Martin Ward,English,hoping,Eng,,Eng
692,to,"Toronto, Ontario",Martin Ward,English,to,Eng,,Eng
693,be,"Toronto, Ontario",Martin Ward,English,be,Eng,,Eng
694,a,"Toronto, Ontario",Martin Ward,English,a,Eng,,Eng
695,DJ,"Toronto, Ontario",Martin Ward,English,DJ,Eng,,Eng
696,man,"Toronto, Ontario",Martin Ward,English,man,Eng,,Eng
697,myself,"Toronto, Ontario",Martin Ward,English,myself,Eng,,Eng
698,",","Toronto, Ontario",Martin Ward,English,,,Punct,Punct
699,you,"Toronto, Ontario",Martin Ward,English,you,Eng,,Eng
700,know,"Toronto, Ontario",Martin Ward,English,know,Eng,,Eng
701,?,"Toronto, Ontario",Martin Ward,English,?,Punct,,Punct
702,-0,"Toronto, Ontario",Iris Ward,English,-0,Punct,,Punct
703,What's,"Toronto, Ontario",Iris Ward,English,What's,Eng,,Eng
704,that,"Toronto, Ontario",Iris Ward,English,that,Eng,,Eng
