Token,Tag
",Punct
una,Spn
leve,Spn
nasalización,Spn
y,Spn
un,Spn
definite,Eng
tropiléxico,Spn
empedernido,Spn
:,Punct
uso,Spn
maceta,Spn
for,Eng
agarrado,Spn
and,Eng
every,Eng
other,Eng
word,Eng
is,Eng
chévere,Spn
chévere,Spn
.,Punct
Al,Spn
punto,Spn
de,Spn
que,Spn
my,Eng
students,Eng
aquí,Spn
en,Spn
Califas,Spn
(,Punct
who,Eng
have,Eng
no,Spn
clue,Eng
what,Eng
foreign,Eng
Hispanopaís,NamedEnt
I,Eng
hail,Eng
from,Eng
pero,Spn
saben,Spn
que,Spn
I,Eng
lived,Eng
recently,Eng
en,Spn
Buenos,NamedEnt
Aires,NamedEnt
),Punct
think,Eng
that,Eng
chévere,Spn
es,Spn
una,Spn
palabra,Spn
argentina,NamedEnt
!,Punct
Also,Eng
",Punct
me,Spn
salen,Spn
algunos,Spn
markers,Eng
de,Spn
mi,Spn
niñez,Spn
en,Spn
Guadalajara,NamedEnt
",Punct
like,Eng
fíjate,Spn
",Punct
or,Eng
sabes,Spn
qué,Spn
?,Punct
Y,Spn
siempre,Spn
",Punct
signs,Eng
de,Spn
mi,Spn
daily,Eng
Latinidad,NamedEnt
",Punct
mi,Spn
Chicana,Spn
",Punct
code-switching,Eng
life,Eng
",Punct
right,Eng
here,Eng
en,Spn
la,Spn
cuenca,Spn
de,Spn
Los,Spn
Angeles,Spn
.,Punct
Simón,NamedEnt
",Punct
mano,Spn
.,Punct
Califas,Spn
.,Punct
Orale,NamedEnt
vato,Spn
.,Punct
Carnal,Spn
",Punct
you,Eng
know,Eng
?,Punct
Finally,NamedEnt
",Punct
last,Eng
but,Eng
not,Eng
least,Eng
",Punct
de,Spn
mi,Spn
fixation,Eng
on,Eng
faux,Eng
or,Eng
“,Punct
bad,Eng
”,Punct
translation,Eng
games,Eng
me,Spn
salió,Spn
hasta,Spn
el,Spn
title,Eng
of,Eng
the,Eng
book,Eng
.,Punct
Killer,NamedEnt
Crónicas,Spn
.,Punct
As,Eng
I,Eng
recount,Eng
en,Spn
la,Spn
segunda,Spn
crónica,Spn
que,Spn
escribí,Spn
back,Eng
in,Eng
early,Eng
2001,Spn
",Punct
I,Eng
have,Eng
always,Eng
played,Eng
language,Eng
games,Eng
",Punct
my,Eng
whole,Eng
life,Eng
",Punct
y,Spn
con,Spn
mis,Spn
estudiantes,Spn
I,Eng
really,Eng
go,Eng
for,Eng
it,Eng
.,Punct
I,Eng
routinely,Eng
tell,Eng
them,Eng
",Punct
por,Spn
ejemplo,Spn
",Punct
to,Eng
open,Eng
their,Eng
books,Eng
al,Spn
poema,Spn
de,Spn
Beloved,NamedEnt
Nerve,NamedEnt
(,Punct
Amado,NamedEnt
Nervo,Spn
),Punct
",Punct
or,Eng
that,Eng
we’re,Spn
going,Eng
to,Eng
read,Eng
Fecund,NamedEnt
(,Punct
Facundo,NamedEnt
),Punct
",Punct
or,Eng
the,Eng
Itchy,NamedEnt
Scratchy,NamedEnt
(,Punct
you,Eng
guess,Eng
),Punct
.,Punct
So,Eng
",Punct
cuando,Spn
les,Spn
pedí,Spn
que,Spn
abrieran,Spn
“,Punct
Killer,NamedEnt
”,Punct
(,Punct
for,Eng
“,Punct
El,Spn
matadero”de,Spn
Esteban,NamedEnt
Echeverría,NamedEnt
),Punct
",Punct
bueno,Spn
",Punct
they,Eng
barely,Eng
even,Eng
blinked,Eng
.,Punct
KillerCrónicas,Spn
",Punct
entonces,Spn
",Punct
representa,Spn
muchas,Spn
cosas,Spn
.,Punct
The,Eng
title,Eng
itself,Eng
",Punct
and,Eng
the,Eng
book’sI,Eng
structure,Eng
",Punct
gesture,Eng
toward,Eng
the,Eng
foundational,Eng
texts,Eng
(,Punct
such,Eng
as,Eng
“,Punct
El,Spn
matadero,Spn
",Punct
”,Punct
or,Eng
the,Eng
chronicles,Eng
of,Eng
the,Eng
so-called,Eng
New,NamedEnt
World,NamedEnt
),Punct
that,Eng
sparked,Eng
my,Eng
fascination,Eng
for,Eng
Latin,NamedEnt
American—especially,Eng
Argentine—literature,NamedEnt
and,Eng
culture,Eng
.,Punct
El,Spn
libro—much,Eng
as,Eng
this,Eng
form,Eng
may,Eng
seem,Eng
quaint,Eng
",Punct
too,Eng
eighteenth-century,Eng
to,Eng
some—tiene,Spn
una,Spn
clara,Spn
filiación,Spn
con,Spn
la,Spn
tradición,Spn
epistolaria,Spn
.,Punct
Pero,Spn
this,Eng
is,Eng
more,Eng
constitutive,Eng
of,Eng
me,Spn
than,Eng
representative,Eng
of,Eng
any,Eng
consciously,Eng
theoretical,Eng
or,Eng
recuperative,Spn
drive,Eng
.,Punct
Es,Spn
sencillo,Spn
:,Punct
I,Eng
can’t,Spn
write,Eng
sin,Spn
sentir,Spn
el,Spn
latido,Spn
del,Spn
corazón,Spn
(,Punct
or,Eng
at,Eng
least,Eng
el,Spn
tecleo,Spn
de,Spn
manos,Spn
on,Eng
a,Spn
keyboard,Eng
),Punct
",Punct
las,Spn
pulsaciones,Spn
cerebrales—verbales—de,Spn
un,Spn
interlocutor,Spn
.,Punct
These,Eng
crónicas,Spn
began,Eng
as,Eng
letters,Eng
:,Punct
cartas,Spn
a,Spn
amigos,Spn
extrañados,Spn
",Punct
love,Eng
letters,Eng
to,Eng
cities,Eng
",Punct
smells,Eng
",Punct
people,Eng
",Punct
voices,Eng
and,Eng
geographies,Eng
I,Eng
missed,Eng
.,Punct
O,Spn
",Punct
por,Spn
otra,Spn
parte,Spn
",Punct
comenzaron,Spn
como,Spn
cartas,Spn
a,Spn
un,Spn
lugar,Spn
",Punct
or,Eng
to,Eng
a,Spn
situation,Eng
that,Eng
I,Eng
was,Eng
experiencing,Eng
intensely,Spn
",Punct
casi,Spn
con,Spn
demasiada,Spn
intensidad,Spn
and,Eng
yet,Eng
pleasurably,Eng
as,Eng
well,Eng
",Punct
a,Spn
sabiendas,Spn
de,Spn
que,Spn
la,Spn
vivencia,Spn
acabaría,Spn
demasiado,Spn
pronto,Spn
.,Punct
Cierro,Spn
esta,Spn
glossary,Eng
crónica,Spn
then—para,Eng
voh,Spn
",Punct
para,Spn
ti,Spn
",Punct
for,Eng
you,Eng
the,Eng
reader,Eng
—,Punct
with,Eng
an,Eng
invitation,Eng
to,Eng
dive,Eng
into,Eng
este,Spn
mi,Spn
texto,Spn
intersticial,Spn
.,Punct
Go,Eng
on,Eng
",Punct
lánzate,Spn
.,Punct
Lance,NamedEnt
yourself.Killer,Eng
CrónicasI,Spn
Mini,Eng
Playera,NamedEnt
Re-Entry,Eng
Crónica,Spn
18,Spn
agosto,Spn
2001,Spn
Los,Spn
Angeles,Spn
",Punct
Califaztlán,NamedEnt
For,Eng
Nancy,NamedEnt
“,Punct
Paquita,NamedEnt
”,Punct
Rankin,NamedEnt
Walking,NamedEnt
down,Eng
a,Spn
dimly,Spn
lit,Eng
Venice,NamedEnt
Beach,NamedEnt
street,Eng
late,Eng
at,Eng
night,Eng
",Punct
después,Spn
de,Spn
ver,Spn
una,Spn
bad,Eng
",Punct
artsy,Eng
",Punct
MTV-like,Eng
",Punct
Brit,NamedEnt
movie,Eng
",Punct
“,Punct
Sexy,Spn
Beast,NamedEnt
”,Punct
(,Punct
hint—it,Eng
wasn’t,Eng
),Punct
",Punct
con,Spn
Ben,NamedEnt
Kingsley,NamedEnt
",Punct
en,Spn
Santa,NamedEnt
Monica,NamedEnt
.,Punct
La,Spn
cashe,Eng
crowded,Eng
con,Spn
little,Eng
Spanish-style,Eng
refurbished,Eng
bungalows,Eng
",Punct
teeny,Eng
tiny,Eng
",Punct
really,Eng
",Punct
pero,Spn
tan,Spn
y,Spn
TAN,Spn
expensive,Eng
.,Punct
Owned,NamedEnt
by,Eng
movie,Eng
grips,Eng
",Punct
bit,Eng
part,Eng
actors,Eng
",Punct
surfers,Eng
",Punct
teachers,Eng
",Punct
professionals,Eng
.,Punct
De,Spn
repente,Spn
",Punct
un,Spn
olor,Spn
que,Spn
no,Spn
había,Spn
sentido,Spn
en,Spn
más,Spn
de,Spn
un,Spn
año,Spn
rises,Eng
en,Spn
la,Spn
coastal,Eng
breeze,Eng
and,Eng
hits,Eng
me,Spn
",Punct
no,Spn
",Punct
it,Eng
STROKES,Eng
me,Spn
",Punct
full,Eng
en,Spn
la,Spn
cara,Spn
:,Punct
sage,Eng
.,Punct
Ah,Spn
",Punct
oh,Eng
",Punct
it’s,Eng
the,Eng
(,Punct
North,NamedEnt
),Punct
American,Eng
Southwest—ah,NamedEnt
",Punct
salvia,Spn
—,Punct
tan,Spn
green,Eng
and,Eng
subtle,Eng
and,Eng
gorgeous,Eng
!,Punct
Eyes,Eng
smart,Eng
with,Eng
tears,Eng
and,Eng
I,Eng
wince,Eng
.,Punct
Sigh,NamedEnt
.,Punct
I,Eng
should,Eng
be,Eng
prepared,Eng
para,Spn
estas,Spn
overpowering,Eng
waves,Eng
of,Eng
emotion,Eng
.,Punct
Siempre,Spn
he,Eng
sido,Spn
así,Spn
.,Punct
You’re,Spn
too,Eng
sensitive,Eng
",Punct
me,Spn
decían,Spn
de,Spn
niña,Spn
",Punct
so,Eng
impressionable,Eng
",Punct
me4,Spn
dicen,Spn
siempre,Spn
.,Punct
En,Spn
Buenos,NamedEnt
Aires,NamedEnt
supe,Spn
que,Spn
aunque,Spn
tengo,Spn
mi,Spn
sun,Eng
sign,Eng
en,Spn
Aries,Eng
",Punct
está,Spn
en,Spn
la,Spn
Casa,NamedEnt
4,Punct
",Punct
ruled,Eng
by,Eng
Cancer,NamedEnt
",Punct
that,Eng
mushyhearted,Eng
",Punct
timid,Eng
",Punct
sidewinding,Eng
crustacean,Eng
.,Punct
Y,Spn
tengo,Spn
",Punct
por,Spn
si,Spn
eso,Spn
fuera,Spn
poco,Spn
",Punct
a,Spn
Mercurio,NamedEnt
en,Spn
piscis,Spn
en,Spn
la,Spn
Casa,NamedEnt
tres,Spn
",Punct
y,Spn
eso,Spn
me,Spn
(,Punct
lo,Spn
),Punct
explica,Spn
",Punct
basically,Eng
.,Punct
It,Eng
means,Eng
you,Eng
have,Eng
E.S.P.,NamedEnt
baby,Eng
",Punct
me,Spn
dijo,Spn
esa,Spn
vidente,Spn
en,Spn
New,NamedEnt
Orleans,Eng
.,Punct
Y,Spn
Beatriz,NamedEnt
",Punct
la,Spn
astróloga,Spn
que,Spn
me,Spn
hizo,Spn
la,Spn
primera,Spn
carta,Spn
natal,NamedEnt
me,Spn
dijo,Spn
:,Punct
tus,Spn
sueños,Spn
tienen,Spn
el,Spn
poder,Spn
de,Spn
pronosticar,Spn
.,Punct
I,Eng
really,Eng
didn’tneedthe,Eng
two,Eng
astrólogos—Beatriz,NamedEnt
en,Spn
Belgrano,NamedEnt
(,Punct
right,Eng
next,Eng
to,Eng
the,Eng
flotation,Eng
tank,Eng
place,Eng
",Punct
como,Spn
en,Spn
“,Punct
Altered,NamedEnt
States,Eng
",Punct
”,Punct
te,Spn
lo,Spn
juro,Spn
!,Punct
),Punct
y,Spn
Victor,NamedEnt
Richini,NamedEnt
(,Punct
antaño,Eng
amigo,Spn
de,Spn
Alejandra,NamedEnt
Pizarnik,NamedEnt
!,Punct
),Punct
en,Spn
la,Spn
Recoleta,NamedEnt
",Punct
who,Eng
made,Eng
my,Eng
secondnatal,Eng
chart,Eng
(,Punct
hand-drawn,Eng
",Punct
so,Eng
beautiful,Eng
),Punct
en,Spn
la,Spn
Argentina,NamedEnt
.,Punct
Pero,Spn
they,Eng
confirmed,Spn
cosas,Spn
que,Spn
he,Eng
venido,Spn
intuyendo,Spn
all,Eng
my,Eng
life,Eng
.,Punct
El,Spn
olfato,Spn
me,Spn
sheva,Spn
y,Spn
me,Spn
trae,Spn
por,Spn
la,Spn
vida,Spn
dehde,Spn
siempre,Spn
—,Punct
the,Eng
full-throttle,Eng
charge,Eng
of,Eng
it,Eng
",Punct
immediate,Eng
and,Eng
nostalgic,Spn
a,Spn
la,Spn
vez,Spn
.,Punct
Un,Spn
poquito,Spn
después,Spn
del,Spn
sage,Eng
llega,Spn
otro,Spn
olor,Spn
dulzón,Spn
",Punct
casi,Spn
empalagoso,Spn
:,Punct
Chilean,NamedEnt
night-blooming,Eng
jasmine,Eng
.,Punct
Oh,Eng
",Punct
esos,Spn
delicate,Eng
",Punct
innocuous,Eng
pale-pink,Eng
blooms,Eng
que,Spn
de,Spn
día,Spn
no,Spn
huelen,Spn
a,Spn
nada,Spn
ahora,Spn
overpower,Eng
me,Spn
",Punct
casi,Spn
jaqueca-strong,Eng
.,Punct
Y,Spn
luego,Spn
",Punct
still,Eng
later,Eng
",Punct
esa,Spn
shoosh,Eng
.,Punct
.,Punct
.,Punct
shoosh,Eng
.,Punct
Son,Spn
las,Spn
olas,Spn
.,Punct
De,Spn
ellas,Spn
no,Spn
podré—nunca—vivir,Spn
lejos,Spn
mucho,Spn
tiempo,Spn
.,Punct
Me,Spn
vuelvo,Spn
loca,Spn
",Punct
in,Eng
a,Spn
way,Eng
",Punct
en,Spn
el,Spn
“,Punct
INTERIOR,Spn
”,Punct
!,Punct
Even,Eng
if,Eng
I’m,Spn
by,Eng
a,Spn
river,Eng
",Punct
that,Eng
huge,Eng
",Punct
camel-colored,Eng
Río,Spn
de,Spn
la,Spn
Plata,NamedEnt
",Punct
or,Eng
my,Eng
beloved,Eng
Mississippi,NamedEnt
",Punct
or,Eng
the,Eng
icy,Eng
Charles,NamedEnt
.,Punct
Y,Spn
válgame,Spn
Dios,NamedEnt
if,Eng
it’s,Eng
a,Spn
really,Eng
high,Eng
and,Eng
dry,Eng
place,Eng
",Punct
sin,Spn
río,Spn
siquiera,Spn
.,Punct
Tipo,Spn
Madrith,NamedEnt
.,Punct
Or,Eng
Pretoria,NamedEnt
.,Punct
El,Spn
interior,Spn
.,Punct
Me,Spn
vuelvo,Spn
un,Spn
poco,Spn
stir,Eng
crazy,Eng
.,Punct
Pero,Spn
even,Eng
a,Spn
big,Eng
river,Eng
is,Eng
just,Eng
not,Eng
the,Eng
same,Eng
as,Eng
this,Eng
shoosh,Eng
.,Punct
.,Punct
.,Punct
shooshof,Eng
my,Eng
Pacific,NamedEnt
and,Eng
that,Eng
marine,Spn
damp,Eng
y,Spn
mis,Spn
cabeshos,Spn
rizados,Spn
and,Eng
my,Eng
butt,Eng
muscles,Eng
pulsing,Eng
",Punct
stinging,Eng
on,Eng
this,Eng
fast,Eng
",Punct
long-legged,Eng
Venice,NamedEnt
night,Eng
walk,Eng
del,Spn
auto,Spn
a,Spn
la,Spn
casa,Spn
de,Spn
mi,Spn
entrañable,Spn
amiga,Spn
Paquita,NamedEnt
",Punct
to,Eng
the,Eng
(,Punct
non-sleeping,Eng
),Punct
teen,Eng
slumber,Eng
party,Eng
and,Eng
later,Eng
",Punct
one,Eng
of,Eng
Paq’s,Spn
paperback,Eng
murder,Eng
mystery,Eng
novels,Eng
",Punct
just,Eng
to,Eng
lull,Spn
myself,Eng
into,Eng
a,Spn
dulled,Eng
",Punct
lonely,Eng
sleep,Eng
.,Punct
I’m,Spn
back,Eng
.,Punct
Here,Eng
.,Punct
Home,NamedEnt
.,Punct
Without,Eng
you,Eng
all,Eng
.,Punct
Poetas,Spn
.,Punct
Amigas,Spn
.,Punct
Poetas/amigas,Spn
.,Punct
What’s,Eng
the,Eng
difference,Eng
?,Punct
Ay,Spn
",Punct
where,Eng
am,Eng
I,Eng
?,Punct
II,Spn
Flora,NamedEnt
y,Spn
Fauna,Spn
Crónica,Spn
12,Spn
junio,Spn
2003,Spn
Los,Spn
Angeles,Spn
Para,NamedEnt
Pierre,NamedEnt
Cuando,Spn
me,Spn
fui,Spn
para,Spn
South,NamedEnt
Africa,NamedEnt
",Punct
and,Eng
I,Eng
lived,Eng
my,Eng
first,Eng
spring,Eng
in,Eng
Pretoria,NamedEnt
",Punct
allí,Spn
por,Spn
octubre,Spn
",Punct
viví,Spn
como,Spn
insólito,Spn
regalo,Spn
el,Spn
florecimiento,Spn
de,Spn
los,Spn
jacarandaes,Spn
.,Punct
Como,Spn
northern,Eng
Califas,Spn
girl,Eng
",Punct
of,Eng
course,Eng
",Punct
había,Spn
visto,Spn
mucho,Spn
nature,Eng
espectacular,Spn
:,Punct
the,Eng
Pacific,NamedEnt
Ocean,NamedEnt
como,Spn
yarda,Spn
de,Spn
enfrente,Spn
",Punct
for,Eng
starters,Eng
",Punct
y,Spn
los,Spn
sequoia,Eng
giant,Eng
redwoods,Eng
.,Punct
Yes,NamedEnt
",Punct
especially,Eng
los,Spn
redwoods,Eng
.,Punct
Pero,Spn
también,Spn
esa,Spn
enredadera,Spn
",Punct
don’t,Spn
know,Eng
its,Eng
name,Eng
",Punct
the,Eng
one,Eng
with,Eng
the,Eng
huge,Eng
",Punct
velvety,Eng
deep,Eng
purple,Eng
blossoms,Eng
y,Spn
las,Spn
fragile,Eng
",Punct
hairy,Eng
leaves,Eng
and,Eng
stems,Eng
como,Spn
patas,Spn
de,Spn
tarántula,Spn
.,Punct
The,Eng
yellow,Eng
",Punct
puffy,Eng
",Punct
dust-scented,Eng
mimosa,Spn
on,Eng
early,Eng
spring,Eng
mornings,Eng
",Punct
camino,Spn
a,Spn
la,Spn
secundaria,Spn
.,Punct
And,Eng
eucalyptus,Eng
:,Punct
medicinal,Spn
and,Eng
faintly,Eng
erotic,Eng
a,Spn
la,Spn
vez,Spn
.,Punct
Porque,Spn
el,Spn
olor,Spn
a,Spn
eucalipto,Spn
me,Spn
vuelve,Spn
",Punct
inevitablemente,Spn
",Punct
a,Spn
los,Spn
wild,Eng
summer,Eng
rides,Eng
en,Spn
la,Spn
moto,Spn
del,Spn
moterodel,Eng
barrio,Spn
",Punct
Bob,NamedEnt
Salter,NamedEnt
",Punct
the,Eng
summer,Eng
after,Eng
we,Eng
returned,Eng
from,Eng
our,Eng
calvario—18,Spn
months,Eng
viviendo,Spn
en,Spn
España—and,NamedEnt
I,Eng
began,Eng
to,Eng
get,Eng
a,Spn
little,Eng
bit,Eng
popular,Eng
con,Spn
eso,Spn
de,Spn
haber,Spn
estado,Spn
living,Eng
in,Eng
Europe,NamedEnt
y,Spn
todo.6,Spn
Anyway,NamedEnt
",Punct
that,Eng
summer,Eng
I,Eng
would,Eng
cling,Eng
cual,Spn
ventosa,Spn
",Punct
aterrada,Spn
",Punct
to,Eng
Bob’s,NamedEnt
sweat-dampened,Eng
",Punct
skintight,Eng
T-shirted,Eng
",Punct
bronze,Eng
surfer-boy,Spn
espalda,Spn
(,Punct
maravillada,Spn
de,Spn
que,Spn
un,Spn
chico,Spn
tan,Spn
laid,Eng
back,Eng
",Punct
tan,Spn
marijuanero,Spn
y,Spn
cool,Eng
",Punct
would,Eng
even,Eng
invite,Eng
me,Spn
to,Eng
ride,Eng
with,Eng
him,Eng
),Punct
as,Eng
he,Eng
took,Eng
those,Eng
Eastside,Eng
Santa,NamedEnt
Cruz,NamedEnt
curves,Eng
fast,Eng
",Punct
waaay,Spn
too,Eng
fast,Eng
",Punct
crunching,Eng
and,Eng
scattering,Eng
los,Spn
eucalyptus,Eng
buttons,Eng
mientras,Spn
nos,Spn
adentrábamos,Spn
a,Spn
ese,Spn
wild,Eng
forest,Eng
",Punct
De,Spn
la,Spn
Veaga,NamedEnt
Park,NamedEnt
(,Punct
te,Spn
juro,Spn
",Punct
that’s,Eng
how,Eng
it’s,Eng
spelled,Eng
!,Punct
),Punct
",Punct
just,Eng
three,Eng
long,Eng
",Punct
winding,Eng
",Punct
uphill,Eng
blocks,Eng
de,Spn
mi,Spn
casa,Spn
.,Punct
Anyway,NamedEnt
",Punct
no,Spn
me,Spn
acuerdo,Spn
haber,Spn
visto,Spn
",Punct
antes,Spn
de,Spn
Sudáfrica,NamedEnt
",Punct
un,Spn
jacarandá,Spn
.,Punct
Sultry,NamedEnt
yet,Eng
somehow,Eng
insouciant,Spn
too,Eng
",Punct
durante,Spn
el,Spn
resto,Spn
del,Spn
año,Spn
",Punct
con,Spn
esas,Spn
dark,Eng
green,Eng
",Punct
frilly,Eng
leaves—casi,Eng
como,Spn
una,Spn
de,Spn
esas,Spn
sensitive,Eng
plants,Eng
",Punct
you,Eng
know,Eng
",Punct
the,Eng
ones,Eng
that,Eng
curl,Spn
up,Eng
y,Spn
se,Spn
ponen,Spn
all,Eng
shy,Eng
cuando,Spn
les,Spn
tocas,Spn
las,Spn
hojas,Spn
con,Spn
la,Spn
yema,Spn
del,Spn
dedo,Spn
o,Spn
con,Spn
un,Spn
lápiz,Spn
",Punct
well,Eng
",Punct
like,Eng
that,Eng
",Punct
pero,Spn
en,Spn
gigante—y,Spn
sus,Spn
weird,Eng
",Punct
flat,Eng
",Punct
walnut-colored,Eng
pods,Spn
.,Punct
Not,Eng
exactly,Eng
nondescript,Eng
",Punct
pero,Spn
definitely,Eng
nothing,Eng
to,Eng
write,Eng
home,Eng
about,Eng
.,Punct
Pero,Spn
luego,Spn
",Punct
for,Eng
the,Eng
too-short,Eng
",Punct
two,Eng
months,Eng
+,Punct
of,Eng
their,Eng
bloom,Eng
",Punct
shocking,Eng
surtidores,Spn
de,Spn
unscented,Eng
pétalos—wouldn’t,Spn
it,Eng
be,Eng
demasiado,Spn
",Punct
over,Eng
the,Eng
top,Eng
si,Spn
encima,Spn
de,Spn
todo,Spn
tuvieran,Spn
perfume,Spn
too,Eng
?,Punct
—,Punct
cascading,Spn
",Punct
drifting,Eng
",Punct
amontonándose,Spn
",Punct
machacados,Spn
bajo,Spn
pies,Spn
y,Spn
ruedas,Spn
.,Punct
Pretoria,NamedEnt
se,Spn
jacta,Spn
de,Spn
ser,Spn
la,Spn
Jakarandastad,NamedEnt
",Punct
“,Punct
ciudad,Spn
de,Spn
los,Spn
jacarandaes,Spn
",Punct
”,Punct
and,Eng
I,Eng
believed,Eng
it,Eng
and,Eng
was,Eng
properly,Eng
awed,Eng
and,Eng
grateful,Eng
",Punct
each,Eng
spring,Eng
",Punct
por,Spn
esa,Spn
breve,Spn
explosión,Spn
de,Spn
dusty,Eng
periwinkle,Eng
.,Punct
Sí,Spn
",Punct
ese,Spn
es,Spn
el,Spn
color,Spn
",Punct
exactamente,Spn
.,Punct
Como,Spn
el,Spn
“,Punct
periwinkle,Eng
”,Punct
crayon,Eng
en,Spn
la,Spn
giant,Eng
sized,Eng
box,Eng
de,Spn
Crayolas,NamedEnt
.,Punct
En,Spn
Sudáfrica,NamedEnt
",Punct
llegué,Spn
a,Spn
creer,Spn
que,Spn
la,Spn
vida,Spn
era,Spn
eso,Spn
",Punct
precisely,Eng
:,Punct
the,Eng
otherwordly,Eng
",Punct
ephemeral,Spn
beauty,Eng
de,Spn
los,Spn
jacarandaes,Spn
and,Eng
",Punct
in,Eng
equal,Eng
measure,Eng
",Punct
the,Eng
clawing,Eng
loneliness,Eng
of,Eng
having,Eng
just,Eng
three,Eng
people,Eng
en,Spn
todo,Spn
el,Spn
continente,Spn
africano,Spn
.,Punct
En,Spn
realidad,Spn
el,Spn
primero,Spn
",Punct
Howard,NamedEnt
",Punct
I’d,Spn
just,Eng
broken,Eng
an,Eng
engagement,Eng
of,Eng
sorts,Eng
with,Eng
.,Punct
Otro,Spn
(,Punct
Etienne,NamedEnt
",Punct
aka,Spn
Curé,Spn
),Punct
me,Spn
recogió,Spn
",Punct
literalmente,Spn
",Punct
de,Spn
la,Spn
calle,Spn
y,Spn
me,Spn
instaló,Spn
en,Spn
su,Spn
tiny,Eng
",Punct
7th,Spn
floor,Eng
flat,Eng
",Punct
only,Eng
to,Eng
leave,Eng
casi,Spn
de,Spn
inmediato,Spn
para,Spn
un,Spn
obligatory,Eng
",Punct
months-long,Eng
military,Eng
camp,Eng
en,Spn
Ciudad,Spn
del,Spn
Cabo,NamedEnt
.,Punct
Y,Spn
el,Spn
tercero,Spn
",Punct
a,Spn
Spanish-British,NamedEnt
immigrant,Eng
to,Eng
“,Punct
the,Eng
colonies,Eng
",Punct
”,Punct
por,Spn
ser,Spn
el,Spn
segundón,Spn
de,Spn
un,Spn
wealthy,Eng
family,Eng
",Punct
después,Spn
de,Spn
un,Spn
Kerouac-worthy,Spn
roadtrip,Eng
en,Spn
su,Spn
minúsculo,Spn
orange,Eng
VW,NamedEnt
bug,Eng
—,Punct
across,Eng
the,Eng
southern,Eng
tip,Eng
of,Eng
Africa—de,NamedEnt
Pretoria,NamedEnt
a,Spn
Cape,NamedEnt
Town,Eng
and,Eng
back,Eng
",Punct
por,Spn
Pietermaritzburg,NamedEnt
and,Eng
Port,Eng
Elizabeth,NamedEnt
and,Eng
Paarl,NamedEnt
",Punct
Stellenbosch,NamedEnt
",Punct
and,Eng
the,Eng
Transkei,NamedEnt
and,Eng
then,Eng
some—se,Eng
había,Spn
tomado,Spn
un,Spn
one-year,Eng
leave,Eng
de,Spn
su,Spn
teaching,Eng
job,Eng
en,Spn
la,Spn
Universidad,NamedEnt
de,Spn
Sudáfrica,NamedEnt
(,Punct
that,Eng
was,Eng
why,Eng
I,Eng
got,Eng
to,Eng
stay,Eng
on,Eng
at,Eng
UNISA,NamedEnt
),Punct
para,Spn
asistir,Spn
al,Spn
Masters,NamedEnt
and,Eng
Johnson,NamedEnt
sex,Eng
clinic,Eng
en,Spn
St,Eng
.,Punct
Louis—te,NamedEnt
lo,Spn
juro,Spn
!,Punct
So,Eng
I,Eng
was,Eng
living,Eng
alone,Eng
",Punct
realmente,Spn
sola,Spn
",Punct
por,Spn
primera,Spn
vez,Spn
en,Spn
mi,Spn
vida,Spn
.,Punct
No,Spn
TV,Eng
",Punct
not,Eng
even,Eng
a,Spn
radio,Eng
.,Punct
Como,Spn
que,Spn
no,Spn
quería,Spn
interact,Eng
with,Eng
people,Eng
",Punct
con,Spn
los,Spn
Afrikaners,Eng
I,Eng
was,Eng
surrounded,Eng
with,Eng
in,Eng
the,Eng
governmental,Eng
capital,Eng
",Punct
por,Spn
temor,Spn
a,Spn
que,Spn
su,Spn
savage,Spn
racismo,Eng
se,Spn
me,Spn
contagiara,Spn
.,Punct
Sería,Spn
hasta,Spn
que,Spn
mi,Spn
amigo,Spn
africano,Spn
del,Spn
xeroxing,Eng
room,Eng
en,Spn
UNISA,NamedEnt
",Punct
Neppe,NamedEnt
Selabe,NamedEnt
",Punct
me,Spn
comentó,Spn
",Punct
“,Punct
Suzi,NamedEnt
",Punct
you,Eng
haveto,Eng
learn,Eng
their,Eng
language,Eng
",Punct
to,Eng
understand,Eng
them,Eng
.,Punct
To,Eng
understand,Eng
us,Eng
",Punct
”,Punct
que,Spn
something,Eng
in,Eng
me,Spn
would,Eng
shift,Eng
",Punct
crack,Eng
open,Eng
.,Punct
I,Eng
needed,Eng
to,Eng
let,Eng
it,Eng
happen,Eng
.,Punct
Right,Eng
about,Eng
then,Eng
",Punct
besides,Eng
",Punct
volvió,Spn
el,Spn
Curé,Spn
from,Eng
Kapstaad,NamedEnt
",Punct
from,Eng
the,Eng
army,Eng
camp,Eng
",Punct
and,Eng
I,Eng
got,Eng
an,Eng
instant,Eng
Afrikaner,NamedEnt
roomate,Spn
.,Punct
Raised,NamedEnt
by,Eng
a,Spn
dominee,Spn
daddy,Eng
",Punct
no,Spn
less,Eng
",Punct
and,Eng
feliz,Spn
to,Eng
boot,Eng
.,Punct
He’d,Spn
walked,Eng
out,Eng
on,Eng
his,Eng
latest,Eng
job,Eng
",Punct
además,Spn
",Punct
waiter,Eng
at,Eng
an,Eng
upscale,Eng
restaurant,Eng
",Punct
cuando,Spn
despidieron,Spn
a,Spn
6,Punct
kitchen,Eng
workers,Eng
africanas,Spn
